player_id,draft_year,name,page_start,page_end,rank,rank_range,grade,position,handedness,height_text,height_cm,weight_kg,birth_date,shades_of,badges,profile_summary,profile_text_chars,extraction_warnings,source,source_id,source_url
2025-183-viggo-nordlund,2025,Viggo Nordlund,833,833,83,,C,LW,L,5’9”,175,76,2006-09-22,,,A diminutive yet highly skilled winger with dynamic offensive abilities; one of the more exciting boom-or-bust prospects in the draft.,2319,,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-121-lirim-amidovski,2025,Lirim Amidovski,845,845,84,,C,RW,R,6’0.75”,185,82,2006-12-22,,,"A missile on skates, he impacts the game through non-stop movement, speed, and physicality. Though he has the ideas, the skill can’t keep up — yet.",2052,,eliteprospects_pdf,2025-ep-pdf-page-845,Draft25.pdf#page=845
2025-095-teddy-mutryn,2025,Teddy Mutryn,851,851,85,,C,RW,R,6’0.75”,185,94,2007-02-16,,,"A physical winger with a heavy release and playmaking flashes, he looks like a future bottom-six winger who steps it up in the playoffs — provided the skill takes a step.",1684,,eliteprospects_pdf,2025-ep-pdf-page-851,Draft25.pdf#page=851
2025-129-shamar-moses,2025,Shamar Moses,855,855,86,,C,RW,R,6’1”,185,91,2007-05-06,,,"A deceptive, physical winger with and impressive flashes of puck skills, but future upside hinges on further skating and pace development.",1916,,eliteprospects_pdf,2025-ep-pdf-page-855,Draft25.pdf#page=855
2025-097-lucas-beckman,2025,Lucas Beckman,865,865,88,,C,G,L,6’1.5”,187,83,2007-08-23,,,Strong-skating goalie who uses his edges well to remain in position and track plays. A bit of calm added to his game will go a long way.,0,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-865,Draft25.pdf#page=865
2025-125-jimmy-lombardi,2025,Jimmy Lombardi,872,872,90,,C,C,L,6’0”,183,79,2007-02-16,,,"A high-skill centre with play-driving potential and defensive details, but must up the pace and improve creation frequency to make it.",0,,eliteprospects_pdf,2025-ep-pdf-page-872,Draft25.pdf#page=872
2025-148-quinn-beauchesne,2025,Quinn Beauchesne,877,877,91,,C,D,R,6’0”,183,84,2007-03-01,,,"A high-end skater and active defender with shutdown potential and quality tools, but handling mistakes and turnovers under pressure can limit his effectiveness.",0,,eliteprospects_pdf,2025-ep-pdf-page-877,Draft25.pdf#page=877
2025-122-alex-huang,2025,Alex Huang,883,883,92,,C,D,R,6’0”,183,77,2007-07-30,,,"An incredibly mobile defenceman who defends the middle and creates from the point. Raw, but his tools are worth betting on.",0,,eliteprospects_pdf,2025-ep-pdf-page-883,Draft25.pdf#page=883
2025-061-liam-pettersson,2025,Liam Pettersson,897,897,94,,C,D,L,6’2”,188,77,2007-01-04,,,"A lanky puck-moving defenceman with strong transition results and a projectable set of feet. Possesses intriguing upside, but remains raw and needs to tighten things up defensively.",0,,eliteprospects_pdf,2025-ep-pdf-page-897,Draft25.pdf#page=897
2025-081-bryce-pickford,2025,Bryce Pickford,901,901,95,,C,D,R,6’0.25”,184,86,2006-04-02,,,"Detailed defenceman turned goalscoring phenom, he’s one of the draft’s feel-good stories. He has the shot, but can he develop the rest?",0,,eliteprospects_pdf,2025-ep-pdf-page-901,Draft25.pdf#page=901
2025-168-anthony-allain-samake,2025,Anthony Allain-Samaké,904,904,96,,C,D,L,6’1.75”,187,83,2007-09-10,,,"A strong skater and frequent activator, the points didn’t come close to representing his offensive threat. A boom candidate who could become a bottom-pair guy built for the modern game.",0,,eliteprospects_pdf,2025-ep-pdf-page-904,Draft25.pdf#page=904
2025-072-noah-read,2025,Noah Read,909,909,97,,C,LW,L,6’0”,183,77,2007-01-06,,,"An intelligent, detailed, and high-speed transition player who didn’t get many opportunities to showcase his puck skill, but has huge breakout potential in a larger role next season.",0,,eliteprospects_pdf,2025-ep-pdf-page-909,Draft25.pdf#page=909
2025-112-mads-kongsbak-klyvo,2025,Mads Kongsbak Klyvø,913,913,98,,C,LWRW,L,6’2”,188,88,2007-05-03,,,"A toolsy, above-average-skating two-way winger who shows finesse in transition; could have more untapped offensive upside based on his late-season performances.",0,,eliteprospects_pdf,2025-ep-pdf-page-913,Draft25.pdf#page=913
2025-134-maxim-agafonov,2025,Maxim Agafonov,917,917,99,,C,D,R,6’2”,188,90,2007-04-10,,,A right-shot that can be relied upon to transport the puck up the ice and fill any role capably.,2027,,eliteprospects_pdf,2025-ep-pdf-page-917,Draft25.pdf#page=917
2025-152-petteri-rimpinen,2025,Petteri Rimpinen,923,923,100,,C,G,L,5’11”,180,79,2006-04-25,,,A World Juniors star who was passed over last year; posted some of the strongest results among all Liiga starters this season,0,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-923,Draft25.pdf#page=923
2025-092-owen-martin,2025,Owen Martin,925,925,101,,C,C,L,5’11.75”,182,84,2007-05-11,,,"This late-season riser combines a detailed defensive game with transition and playmaking skill. If the tools takes a step, he could surprise.",1449,,eliteprospects_pdf,2025-ep-pdf-page-925,Draft25.pdf#page=925
2025-102-adam-benak,2025,Adam Benák,929,929,102,,C,RWC,L,5’7.25”,171,73,2007-04-10,,,"With unmatched work rate, precision passing, and a lengthy résumé, he’s one of the draft’s most well-known players. A workhorse, but will have to find another level.",1834,,eliteprospects_pdf,2025-ep-pdf-page-929,Draft25.pdf#page=929
2025-153-harry-nansi,2025,Harry Nansi,941,941,103,,C,RW,R,6’2.75”,190,84,2007-09-10,,,"A slick playmaker who pushes the pace of play and blends physicality with high-end handling flashes. An extremely raw, but exciting project.",1579,,eliteprospects_pdf,2025-ep-pdf-page-941,Draft25.pdf#page=941
2025-177-carlos-handel,2025,Carlos Händel,946,946,104,,C,D,R,6’0.5”,184,78,2007-03-31,,,"A smooth-skating blueliner whose composure on-puck makes him an asset in transition. Lots of defensive growth this season, but needs to add more pace and urgency.",1444,,eliteprospects_pdf,2025-ep-pdf-page-946,Draft25.pdf#page=946
2025-171-evan-passmore,2025,Evan Passmore,957,957,106,,C,D,R,6’4.75”,195,95,2006-12-05,,,"A highly aggressive rush defender who leverages his size, physicality, and mobility to get early stops in transition. A potential breakout candidate with more minutes and a larger role.",1211,,eliteprospects_pdf,2025-ep-pdf-page-957,Draft25.pdf#page=957
2025-132-max-westergard,2025,Max Westergård,968,968,108,,C,RWLW,L,5’10”,178,72,2007-09-03,,,A productive two-way winger whose offence flows through his off-puck instincts and ability to anticipate; had a promising late- season stint in the SHL where he showed more pace.,2317,,eliteprospects_pdf,2025-ep-pdf-page-968,Draft25.pdf#page=968
2025-058-jack-ivankovic,2025,Jack Ivankovic,975,975,109,,C,G,L,5’11”,180,81,2007-05-22,,,"A game-stealing, undersized goalie with a lengthy international résumé, he could significantly outperform his draft position – with a bit of growth.",0,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-975,Draft25.pdf#page=975
2025-060-lasse-boelius,2025,Lasse Boelius,982,982,110,,C,D,L,5’11.75”,182,81,2007-03-16,,,A mobile and quick defenceman who led the way for Finland offensively during international play; vision and two-way output need to improve.,2443,,eliteprospects_pdf,2025-ep-pdf-page-982,Draft25.pdf#page=982
2025-065-kieren-dervin,2025,Kieren Dervin,989,989,111,,C,C,L,6’1”,185,83,2007-03-31,,,"His NHL-ready frame, straight-line driving, and supporting qualities only make up part of his mature game. A dedicated two- way centre profile who easily meshes with others.",0,,eliteprospects_pdf,2025-ep-pdf-page-989,Draft25.pdf#page=989
2025-130-ryan-miller,2025,Ryan Miller,992,992,112,,C,LW,L,5’11.75”,182,80,2007-05-03,,,"An industrious, direct forward with a highly nuanced physical game and flashes of high-end playmaking.",0,,eliteprospects_pdf,2025-ep-pdf-page-992,Draft25.pdf#page=992
2025-059-vojtech-cihar,2025,Vojtěch Čihař,995,995,113,,C,LWC,L,6’0”,183,79,2007-03-29,,,"A relentless winger with speed and a tenacious style. He gets to the net and creates turnovers, but upside might be limited.",2253,,eliteprospects_pdf,2025-ep-pdf-page-995,Draft25.pdf#page=995
2025-223-aidan-park,2025,Aidan Park,1003,1003,114,,C,C,R,6’1”,185,85,2006-01-06,,,"A clever centre with a never-say-die motor and polished defensive habits, Park has the makings of a bottom-six centre if he improves his skating and handling at speed.",0,,eliteprospects_pdf,2025-ep-pdf-page-1003,Draft25.pdf#page=1003
2025-165-kirill-yemelyanov,2025,Kirill Yemelyanov,1014,1014,116,,C,C,L,6’0.25”,184,77,2007-01-08,,,A reliable centre who possesses a strong motor and advanced defensive habits making him an easy bottom-six projection.,0,,eliteprospects_pdf,2025-ep-pdf-page-1014,Draft25.pdf#page=1014
2025-135-noah-laberge,2025,Noah Laberge,1019,1019,117,,C,D,L,6’0.25”,184,85,2006-10-09,,,An intelligent and mobile blueliner who specializes in suppressing opposing rushes. Has the foundation to become a bottom-pair defender if the physical tools improve.,1734,,eliteprospects_pdf,2025-ep-pdf-page-1019,Draft25.pdf#page=1019
2025-052-theodor-hallquisth,2025,Theodor Hallquisth,1022,1022,118,,C,D,R,6’1”,185,78,2007-06-14,,,A puck-moving defenceman who generates offence through his activations and possesses a projectable release; needs to improve his skating to realistically make it in the NHL.,2226,,eliteprospects_pdf,2025-ep-pdf-page-1022,Draft25.pdf#page=1022
2025-163-daniel-nieminen,2025,Daniel Nieminen,1040,1040,121,,C,D,L,6’0”,183,85,2006-03-01,,,A fabulous skater who earned a big role in Liiga as a 18-year-old after getting passed on last year; could be due for an even bigger breakout next year.,0,,eliteprospects_pdf,2025-ep-pdf-page-1040,Draft25.pdf#page=1040
2025-087-roman-bausov,2025,Roman Bausov,1047,1047,122,,C,D,R,6’5”,196,81,2007-04-28,,,"A lanky, right-shot defenceman who is a certified play killer already, but will need to fill out his frame.",1864,,eliteprospects_pdf,2025-ep-pdf-page-1047,Draft25.pdf#page=1047
2025-083-tommy-lafreniere,2025,Tommy Lafrenière,1056,1056,124,,C,RWC,R,5’11”,180,78,2007-01-16,,,"A detailed, net-driving multi-position forward with an endless motor. Skill is the question, but he takes no shifts off.",0,,eliteprospects_pdf,2025-ep-pdf-page-1056,Draft25.pdf#page=1056
2025-164-nathan-quinn,2025,Nathan Quinn,1059,1059,125,,C,C,R,5’11”,180,76,2007-08-29,,,"A highly cerebral forward who excels in small-ice scenarios. The physical tools will need to come, but if they do, he’ll be a versatile third-line centre.",1725,,eliteprospects_pdf,2025-ep-pdf-page-1059,Draft25.pdf#page=1059
2025-205-karl-annborn,2025,Karl Annborn,1065,1065,126,,C,D,R,6’1”,185,85,2007-03-06,,,"A well-rounded, mature defenceman who contributes on both ends of the rink. His jack-of-all-trades status could give him bottom-pairing upside in the NHL.",1929,,eliteprospects_pdf,2025-ep-pdf-page-1065,Draft25.pdf#page=1065
2025-085-mateo-nobert,2025,Mateo Nobert,1070,1070,127,,C,C,L,6’0”,183,75,2007-08-12,,,"An intelligent forward who excels at short-range passing. Better physical skills would compensate for his lack of size and speed, and could make him a bottom-six centre.",1373,,eliteprospects_pdf,2025-ep-pdf-page-1070,Draft25.pdf#page=1070
2025-181-bruno-idzan,2025,Bruno Idžan,1075,1075,128,,C,LW,L,6’1”,185,88,2006-01-16,,,A midseason move from Croatia to the USHL changed this re- entry’s trajectory. A credible off-puck scorer with flashes of advanced checking skills.,0,,eliteprospects_pdf,2025-ep-pdf-page-1075,Draft25.pdf#page=1075
2025-106-tomas-poletin,2025,Tomáš Poletín,1090,1090,130,,C,LW,L,6’1.25”,186,91,2007-04-30,,,A versatile two-way winger with projectable habits and bottom- six NHL upside; played his best hockey of the season in international competition.,0,,eliteprospects_pdf,2025-ep-pdf-page-1090,Draft25.pdf#page=1090
2025-154-jordan-charron,2025,Jordan Charron,1099,1099,132,,C,RW,R,6’1”,185,85,2007-06-21,,,"A highly energetic, physical, and strong-skating winger who pushes the pace of play and flashes dynamic elements, but generating chances consistently is the next step.",0,,eliteprospects_pdf,2025-ep-pdf-page-1099,Draft25.pdf#page=1099
2025-140-nikita-tyurin,2025,Nikita Tyurin,1102,1102,133,,C,D,L,6’0”,183,79,2007-07-02,,,A puck-moving defender who has shown tool improvements all year to earn an important role on a championship contender.,0,,eliteprospects_pdf,2025-ep-pdf-page-1102,Draft25.pdf#page=1102
2025-114-gustav-hillstrom,2025,Gustav Hillström,1106,1106,134,,C,C,R,6’1.5”,187,79,2007-01-20,,,"A big-bodied forward with a projectable motor, decent feet, and intriguing physical game. The lack of higher-end offensive skill limit the upside.",2257,,eliteprospects_pdf,2025-ep-pdf-page-1106,Draft25.pdf#page=1106
2025-103-matous-kucharcik,2025,Matouš Kucharčík,1111,1111,135,,C,C,,,,,,,,"A tall, mobile forward with flashy puck skills and defensive intensity. Turning moments of dynamic ability into gamely staples could make him a breakout prospect.",0,missing_birth_date; missing_height_cm; missing_weight_kg,eliteprospects_pdf,2025-ep-pdf-page-1111,Draft25.pdf#page=1111
2025-161-david-rozsival,2025,David Rozsíval,1126,1126,,,C,LWRW,L,5’11”,180,69,2007-07-01,,,"A hard-working puck-protecting winger with a knack for keeping the cycle going. Brings some two-way value, but skill might be limiting.",1631,,eliteprospects_pdf,2025-ep-pdf-page-1126,Draft25.pdf#page=1126
2025-108-benjamin-rautiainen,2025,Benjamin Rautiainen,1141,1141,,,C,LW,L,6’0”,183,79,2005-06-12,,,"A skilled, offensively-minded winger who had a notable breakout season in Liiga as an re-entry; a good showing at the World Juniors also helped to raise his draft stock.",2104,,eliteprospects_pdf,2025-ep-pdf-page-1141,Draft25.pdf#page=1141
2025-158-mans-goos,2025,Måns Goos,1148,1148,,,,G,L,6’5”,196,86,2007-05-05,,,Raw potential in an NHL-sized body.,1296,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1148,Draft25.pdf#page=1148
2025-179-love-harenstam,2025,Love Härenstam,1149,1149,,,,G,L,6’1.25”,186,86,2007-01-18,,,Swedish starter at U18s who is athletic.,1034,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1149,Draft25.pdf#page=1149
2025-116-samuel-meloche,2025,Samuel Meloche,1150,1150,,,,G,L,6’2”,188,86,2007-07-22,,,Strong QMJHL playoff goalie that handles pucks better than most.,845,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1150,Draft25.pdf#page=1150
2025-075-michal-pradel,2025,Michal Pradel,1152,1152,,,,G,L,6’4.25”,194,88,2007-03-10,,,One of the most impressive goalies in the second half of the season after moving to USHL.,1151,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1152,Draft25.pdf#page=1152
2025-220-jacob-cloutier,2025,Jacob Cloutier,1159,1159,,,C,RW,R,5’10”,178,78,2007-03-22,,,"A fearless workhorse who attacks with energy, physicality, and thrives in transition; turning his deceptive playmaking flashes into more consistent chances will be key.",1552,,eliteprospects_pdf,2025-ep-pdf-page-1159,Draft25.pdf#page=1159
2025-159-emile-guite,2025,Émile Guité,1204,1204,,,C,LW,L,6’1.25”,186,80,2007-05-31,,,"2024’s QMJHL Rookie of the Year owns a phenomenal release and some impressive handling, but his reason marked a significant step back.",1607,,eliteprospects_pdf,2025-ep-pdf-page-1204,Draft25.pdf#page=1204
2025-068-will-reynolds,2025,Will Reynolds,1218,1218,,,C,D,L,6’3”,190,83,2007-08-11,,,"A straightforward shutdown defenceman who hits hard, blocks shots, and defends the house. Could develop into a third-pair insulator.",1297,,eliteprospects_pdf,2025-ep-pdf-page-1218,Draft25.pdf#page=1218
2025-115-ilyas-magomedsultanov,2025,Ilyas Magomedsultanov,1234,1234,,,C,D,L,6’2”,188,80,2006-10-24,,,A physically assertive defenceman whose game revolves around his mobility and aggressiveness on defence.,1549,,eliteprospects_pdf,2025-ep-pdf-page-1234,Draft25.pdf#page=1234
2025-192-arvid-drott,2025,Arvid Drott,1251,1251,,,C,RW,R,5’11.75”,182,83,2007-08-11,,,"An explosive winger with projectable straight-line speed and a direct, shoot-first mentality; produced well on a good team, but lacks higher-end offensive instincts and playmaking touch.",2117,,eliteprospects_pdf,2025-ep-pdf-page-1251,Draft25.pdf#page=1251
2025-203-felix-farhammar,2025,Felix Färhammar,1257,1257,,,C,D,L,6’1”,185,84,2007-04-11,,,"An active two-way defenceman with puck-moving ability and a physical edge; lacks a true standout element, but his well- roundedness will serve him well in the professional ranks.",2072,,eliteprospects_pdf,2025-ep-pdf-page-1257,Draft25.pdf#page=1257
2025-118-linus-funck,2025,Linus Funck,1261,1261,,,C,D,R,6’3”,190,83,2007-05-10,,,A lanky defenceman who posted strong defensive results at the J20 level while also flashing upside as a playmaker; lacks pace and consistency as a puck-mover.,1979,,eliteprospects_pdf,2025-ep-pdf-page-1261,Draft25.pdf#page=1261
2025-139-zeb-lindgren,2025,Zeb Lindgren,1265,1265,,,C,D,L,6’1”,185,88,2007-04-14,,,A mobile defenceman with projectable physical tools and intriguing puck-moving flashes; limited output concerns.,2274,,eliteprospects_pdf,2025-ep-pdf-page-1265,Draft25.pdf#page=1265
2025-195-melvin-novotny,2025,Melvin Novotny,1270,1270,,,C,LW,L,6’1”,185,85,2007-04-03,,,"A crafty, skilled, offensively-minded winger who generates chances through his smarts; skating needs to improve.",2289,,eliteprospects_pdf,2025-ep-pdf-page-1270,Draft25.pdf#page=1270
2025-131-asher-barnett,2025,Asher Barnett,1278,1278,,,C,D,L,6’0.5”,184,90,2007-05-16,,,"The NTDP captain uses controlled footwork and clever timing to force plays to the outside. A stabilizing presence, but will have to add a special element.",1233,,eliteprospects_pdf,2025-ep-pdf-page-1278,Draft25.pdf#page=1278
2025-137-william-belle,2025,William Belle,1282,1282,,,C,RW,R,6’3.25”,191,99,2007-01-14,,,"A powerful winger with a strong motor, he could be a menace on the forecheck with improved timing and speed.",1103,,eliteprospects_pdf,2025-ep-pdf-page-1282,Draft25.pdf#page=1282
2025-050-conrad-fondrk,2025,Conrad Fondrk,1287,1287,,,C,CLW,L,5’11.75”,182,88,2007-06-01,,,"A skilled forward with an NHL-calibre shot, an arsenal of passing skills, and plenty of moves, but his physicality, pace, and inside play must improve.",1317,,eliteprospects_pdf,2025-ep-pdf-page-1287,Draft25.pdf#page=1287
2025-207-matthew-lansing,2025,Matthew Lansing,1292,1292,,,C,CLW,L,6’0”,183,85,2007-02-24,,,"A fluid and mechanically consistent skater, he offers two-way engagement, off-puck support, and flashes of playmaking ability. Inconsistent skill could limit his upside.",1180,,eliteprospects_pdf,2025-ep-pdf-page-1292,Draft25.pdf#page=1292
2025-138-sam-laurila,2025,Sam Laurila,1295,1295,,,C,D,L,6’0.75”,185,85,2006-09-02,,,"A puck-mover with a play-killing streak, he tilted the ice in Fargo’s favour every time he stepped out this year. He’s among the youngest re-entries and USHL’s most-improved players.",1205,,eliteprospects_pdf,2025-ep-pdf-page-1295,Draft25.pdf#page=1295
2025-090-mason-moe,2025,Mason Moe,1299,1299,,,C,CLW,L,6’1.25”,186,84,2007-03-26,,,"An adaptable, multi-position forward, he complements more skilled linemates with his details and improving physicality.",1076,,eliteprospects_pdf,2025-ep-pdf-page-1299,Draft25.pdf#page=1299
2025-219-ryan-rucinski,2025,Ryan Rucinski,1306,1306,,,C,C,R,5’9.75”,177,80,2006-12-01,,,"A net-front-scoring and draw-winning forward who punches above his weight class. Not dynamic, but could be dynamite in the NCAA.",1266,,eliteprospects_pdf,2025-ep-pdf-page-1306,Draft25.pdf#page=1306
2025-101-drew-schock,2025,Drew Schock,1309,1309,,,C,D,L,5’11.25”,181,82,2007-02-07,,,"A smooth skater with great edges and strong agility, he has a standout NHL tool. The playmaking is improving, too. But the physicality will have to take a step.",1340,,eliteprospects_pdf,2025-ep-pdf-page-1309,Draft25.pdf#page=1309
2025-167-ashton-schultz,2025,Ashton Schultz,1313,1313,,,C,CW,R,5’11”,180,82,2006-10-03,,,"An intelligent two-way centre with impressive details. Skill comes and goes, but he could fill a bottom-six role with added intensity and playmaking.",1556,,eliteprospects_pdf,2025-ep-pdf-page-1313,Draft25.pdf#page=1313
2025-144-ethan-wyttenbach,2025,Ethan Wyttenbach,1322,1322,,,C,RWLW,R,5’9.25”,176,82,2007-02-10,,,"An intelligent and adaptable two-way winger, he has NHL- calibre playmaking, details, and skills. It all hinges on skating and physicality growth.",1556,,eliteprospects_pdf,2025-ep-pdf-page-1322,Draft25.pdf#page=1322
2025-216-william-sharpe,2025,Will Sharpe,1332,1332,,,C,D,L,6’0”,183,88,2007-03-07,,,"A do-it-all defenceman with mobility and vision. The lack of a standout trait might limit the upside, but he flashes more.",1141,,eliteprospects_pdf,2025-ep-pdf-page-1332,Draft25.pdf#page=1332
2025-078-stepan-hoch,2025,Štěpán Hoch,1343,1343,,,D,LWC,L,6’3”,190,77,2006-10-11,,,"A responsible Czech centre with details, energy, and the reach to steal pucks and intercept passes. Finding another gear as skater will be gear.",1652,,eliteprospects_pdf,2025-ep-pdf-page-1343,Draft25.pdf#page=1343
2025-096-maxim-schafer,2025,Maxim Schäfer,1349,1349,,,D,LWRW,L,6’4”,193,85,2007-05-17,,,"An aggressive forechecking winger who delivers checks along the boards and has a strong net-front presence. With some development as a skater and handler, he could be a depth option.",1550,,eliteprospects_pdf,2025-ep-pdf-page-1349,Draft25.pdf#page=1349
2025-184-jan-chovan,2025,Ján Chovan,1352,1352,,,D,CRW,L,6’2”,188,84,2007-01-09,,,A big-bodied centre with a detail-oriented play style; played his best hockey of the season during international competition.,2287,,eliteprospects_pdf,2025-ep-pdf-page-1352,Draft25.pdf#page=1352
2025-099-trenten-bennett,2025,Trenten Bennett,1373,1373,,,,G,L,6’6”,198,79,2006-04-01,,,The most imposing-looking goalie in the draft.,1082,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1373,Draft25.pdf#page=1373
2025-145-alexis-cournoyer,2025,Alexis Cournoyer,1375,1375,,,,G,L,6’4”,193,93,2005-12-13,,,Late-rising goalie with fun back story that uses size to his advantage.,1367,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1375,Draft25.pdf#page=1375
2025-084-gabriel-d-aigle,2025,Gabriel D’Aigle,1376,1376,,,,G,L,6’3.5”,192,96,2006-11-21,,,"Strong pedigree and history, controls rebounds well.",1347,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1376,Draft25.pdf#page=1376
2025-170-burke-hood,2025,Burke Hood,1379,1379,,,,G,L,6’2.75”,190,89,2007-04-30,,,Big battler in the crease that relies on athleticism.,1168,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1379,Draft25.pdf#page=1379
2025-104-elijah-neuenschwander,2025,Elijah Neuenschwander,1385,1385,,,,G,L,6’4”,193,83,2006-10-17,,,"If you ignore his national team games, he could be a fit for you.",1141,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1385,Draft25.pdf#page=1385
2025-082-arseni-radkov,2025,Arseni Radkov,1389,1389,,,,G,L,6’3”,190,90,2007-08-05,,,"Wildcard amongst the goalie class, explosive and one of younger players.",1266,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1389,Draft25.pdf#page=1389
2025-142-ivan-tkach-tkachenko,2025,Ivan Tkach-Tkachenko,1390,1390,,,,G,L,6’3”,190,84,2007-05-30,,,A proven starter already at MHL level who can handle heavy workload.,1156,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1390,Draft25.pdf#page=1390
2025-213-andrei-trofimov,2025,Andrei Trofimov,1391,1391,,,,G,L,6’3”,190,80,2006-07-20,,,"Strong, technically-sound Russian goalie.",895,tool_grades_from_vision,eliteprospects_pdf,2025-ep-pdf-page-1391,Draft25.pdf#page=1391
2025-204-grayden-robertson-palmer,2025,Grayden Robertson-Palmer,1400,1400,,,D,C,L,5’11”,180,89,2007-08-29,,,"His relentless motor drives his game, made better by his physical profile, unrelenting pace and deft playmaking",1933,,eliteprospects_pdf,2025-ep-pdf-page-1400,Draft25.pdf#page=1400
2025-093-blake-vanek,2025,Blake Vanek,1402,1402,,,D,RW,R,6’3”,190,90,2007-08-16,,,"Hulking frame, strength, and a goalscorer’s touch highlight his game. He’s more raw than refined, but the upside is palpable.",1860,,eliteprospects_pdf,2025-ep-pdf-page-1402,Draft25.pdf#page=1402
2025-201-kale-dach,2025,Kale Dach,1407,1407,,,D,C,L,5’10”,178,75,2007-02-15,,,"The BCHL’s best distributor, his vision, supporting habits, and physical runway are a laundry list of positives surrounding his profile.",1986,,eliteprospects_pdf,2025-ep-pdf-page-1407,Draft25.pdf#page=1407
2025-049-charlie-cerrato,2025,Charlie Cerrato,1410,1410,,,D,C,L,6’0”,183,86,2005-03-10,,,One of the NCAA’s top-scoring first-year players after a late- season tear — perhaps third’s time a charm for this NTDP alum.,1234,,eliteprospects_pdf,2025-ep-pdf-page-1410,Draft25.pdf#page=1410
2025-133-cole-chandler,2025,Cole Chandler,1440,1440,,,D,CLW,L,6’1.5”,187,80,2007-05-01,,,"Primarily a defence-first forward, but his flashes of higher-level playmaking and skill left us wondering about his upside.",1321,,eliteprospects_pdf,2025-ep-pdf-page-1440,Draft25.pdf#page=1440
2025-136-alexis-mathieu,2025,Alexis Mathieu,1457,1457,,,D,D,L,6’3.25”,191,89,2007-05-25,,,"A hard-nosed defenceman with a good skating foundation. Fairly limited on-puck, but could-become a third-pair shutdown defenceman with improved reads.",1213,,eliteprospects_pdf,2025-ep-pdf-page-1457,Draft25.pdf#page=1457
2025-147-mikhail-fyodorov,2025,Mikhail Fyodorov,1464,1464,,,D,RWLW,L,5’11”,180,69,2006-12-01,,,"A winger with a strong shot that looks to use a mix of skating, handling, and pure determination to gain chances.",1698,,eliteprospects_pdf,2025-ep-pdf-page-1464,Draft25.pdf#page=1464
2025-089-artyom-gonchar,2025,Artyom Gonchar,1473,1473,,,D,D,L,6’0”,183,70,2006-10-25,,,"An interesting profile limited by size, he gained the trust of his team with his reliability on both ends of the puck.",1441,,eliteprospects_pdf,2025-ep-pdf-page-1473,Draft25.pdf#page=1473
2025-180-aron-dahlqvist,2025,Aron Dahlqvist,1494,1494,,,D,D,L,6’3”,190,92,2007-02-22,,,A tall defensive defenceman with a notable physical flair to his game; needs to improve his handling and puck-moving in transition to be able to play his game at the next level.,1505,,eliteprospects_pdf,2025-ep-pdf-page-1494,Draft25.pdf#page=1494
2025-111-mikkel-eriksen,2025,Mikkel Eriksen,1497,1497,,,D,C,L,5’11”,180,82,2007-09-13,,,"A skilled, offensively-minded centre who creates in opportunistic ways and has dual-threat qualities; lack of size, physicality, and lower pace of play limit the NHL upside.",1888,,eliteprospects_pdf,2025-ep-pdf-page-1497,Draft25.pdf#page=1497
2025-064-tinus-luc-koblar,2025,Tinus Luc Koblar,1503,1503,,,D,C,L,6’3”,190,80,2007-07-21,,,"A big-bodied yet raw forward with good mechanical base and intriguing offensive flashes; could have more untapped potential, but there’s also a lot of uncertainty around the projection.",1982,,eliteprospects_pdf,2025-ep-pdf-page-1503,Draft25.pdf#page=1503
2025-155-jackson-crowder,2025,Jackson Crowder,1533,1533,,,D,,,,,,,,,"A checking forward with physicality and flashes of skill, he could surprise as he develops his skating more.",1315,missing_birth_date; missing_height_cm; missing_weight_kg; missing_position,eliteprospects_pdf,2025-ep-pdf-page-1533,Draft25.pdf#page=1533
2025-210-richard-gallant,2025,Richard Gallant,1536,1536,,,D,LW,L,5’8”,173,77,2007-06-12,,,"A hard-working winger who was among the NTDP’s top scorers, he excels at give-and-go plays. Physicality and skating are the mains hurdle between him and the NHL.",1061,,eliteprospects_pdf,2025-ep-pdf-page-1536,Draft25.pdf#page=1536
2025-120-caeden-herrington,2025,Caeden Herrington,1539,1539,,,D,D,R,6’1.75”,187,92,2006-01-26,,,"A comfortable activator and physical in-zone defender, he’s USHL’s top blueliners in his re-entry season. Skating is the question.",1271,,eliteprospects_pdf,2025-ep-pdf-page-1539,Draft25.pdf#page=1539
